sentence,spoiler,page,trope
"It's further compounded when   she looks for Tate in the basement and instead finds one of the nurses, the two home invaders, and Charles, leading to her being  Driven to Suicide .",True,AmericanHorrorStory,DrivenToMadness
What is being done to   Vivien by the ghosts.,True,AmericanHorrorStory,DrivenToMadness
"Constance is starting to show signs, especially after   she discovers that Tate raped Vivien .",True,AmericanHorrorStory,DrivenToMadness
"It resurfaces in her monologue near the end of ""Afterbirth"".",True,AmericanHorrorStory,DrivenToMadness
"  After being  Driven to Madness , Violet intentionally overdoses.",True,AmericanHorrorStory,DrivenToSuicide
"Tate,  screaming and sobbing at her not to die on him , drags her to the bathroom...but is unsuccessful in saving her life.",True,AmericanHorrorStory,DrivenToSuicide
"On subsequent tours of the house, Marcy says this is what happened to   Ben .",True,AmericanHorrorStory,DrivenToSuicide
"  The baby-thing in the basement that attacks  Leah , nearly attacks Violet, and is responsible for the death of the twins.",True,AmericanHorrorStory,EnfantTerrible
"If Tate can be believed, this is Thaddeus, the son of Charles and Nora Montgomery, killed in revenge for an abortion and  resurrected using a ''still-beating heart''  by Charles.",True,AmericanHorrorStory,EnfantTerrible
Somewhat subverted in that all she really wants   is for someone to find her bones so she can pass on.,True,AmericanHorrorStory,EvilRedhead
"Tate is a (literally)  Axe Crazy , lying, young man who has obsession with a younger girl and a   mentally challenged sibling , and is first introduced with the  Kill Bill  whistle tune playing and who is  clearly  not the lead character in the 1969 movie  Twisted Nerve .",True,AmericanHorrorStory,Expy
"Though considering she's a   ghost , it's ambiguous which appearance is real and which is false.",True,AmericanHorrorStory,FanDisservice
Both are the real appearance; Ben sees her as she looked before she   died  whereas Vivien sees her as how she looks after the fact.,True,AmericanHorrorStory,FanDisservice
"What is most likely the situation with   one of Vivien's twins, specifically the one Vivien and Rubber Man conceived during the pilot .",True,AmericanHorrorStory,FetusTerrible
"It started kicking  at eight weeks , then was revealed on the ultrasound to be much further along...and  made the nurse faint .",True,AmericanHorrorStory,FetusTerrible
"When Vivien meets her again, she claims she saw what can be interpreted as  The Antichrist .",True,AmericanHorrorStory,FetusTerrible
The basement incident gives subtle hints that   Tate already knows he's  Dead All Along .,True,AmericanHorrorStory,Foreshadowing
He switches places with Thaddeus several times before appearing next to Violet to watch .,True,AmericanHorrorStory,Foreshadowing
Marcy invokes this when she pulls a gun on Larry during the open house.,False,AmericanHorrorStory,GenreSavvy
Violet flees the house but keeps ending back inside no matter how many times she tries   because she died and is now a ghost trapped in the house .,True,AmericanHorrorStory,GoingInCircles
"Under the pretense of fellatio, she  bites his penis off .",True,AmericanHorrorStory,GroinAttack
Vivian's twins were fathered by Tate  and  Ben.,True,AmericanHorrorStory,HasTwoDaddies
"  After Ben is killed,  another family buys the house.",True,AmericanHorrorStory,HereWeGoAgain
"Ben and Vivien effectively save their lives by convincing them to leave shortly afterward,  scaring the ever-loving hell out of them  in the process.",True,AmericanHorrorStory,HereWeGoAgain
Marcy has to redouble her efforts to sell it.,True,AmericanHorrorStory,HereWeGoAgain
"As the show has been confirmed for a second season, this will possibly happen again.",True,AmericanHorrorStory,HereWeGoAgain
"Somewhat averted in that Murphy has stated that the next season will feature a different location and a different story, with some of the actors staying but even then only to play brand new characters.",False,AmericanHorrorStory,HereWeGoAgain
Raped and killed inside the house.,True,AmericanHorrorStory,HistoricalDomainCharacter
"Her appearance is also  Foreshadowing , as   Travis' body is mutilated the same way hers was .",True,AmericanHorrorStory,HistoricalDomainCharacter
"For Moira, after   Larry Harvey discovers her bones while digging a hole to bury Hayden in .",True,AmericanHorrorStory,HopeSpot
"Dashed when   her bones are not removed, Hayden is buried with her,  and  Ben builds a gazebo on top of them !",True,AmericanHorrorStory,HopeSpot
One of Vivien's twins is stillborn.,False,AmericanHorrorStory,InfantImmortality
"  Tate's son apparently inherited his dad's psychotic tendencies, if the nanny he murdered at  three years old  is any indication.",True,AmericanHorrorStory,InTheBlood
"However, he has several major misconceptions about how to go about it.",False,AmericanHorrorStory,IWantMyBelovedToBeHappy
"When   Ben was shot, he  didn't go to the hospital because it was just a through and through.",True,AmericanHorrorStory,JustAFleshWound
None of the Harmons survive.,True,AmericanHorrorStory,KillEmAll
"Really, this show has killed off almost every cast member.",True,AmericanHorrorStory,KillEmAll
Constance and Larry are the only major characters who are still alive.,True,AmericanHorrorStory,KillEmAll
 Addie is struck by a car while trying to join other trick-or-treaters.,True,AmericanHorrorStory,LookBothWays
"The brutal irony is that the accident was caused by   the mask Addie's mother gave her to look like a ""pretty girl"", which blocked her peripheral vision.",True,AmericanHorrorStory,LookBothWays
"Charles Montgomery,   driven insane after his son is murdered .",True,AmericanHorrorStory,MadDoctor
"Travis handles   being murdered  rather well, only being bummed that he won't be famous now.",True,AmericanHorrorStory,MajorInjuryUnderReaction
"He even asks if he was in the news   after his body is found , then requests newspaper clippings.",True,AmericanHorrorStory,MajorInjuryUnderReaction
He plans on starting a scrapbook.,True,AmericanHorrorStory,MajorInjuryUnderReaction
Constance's reaction to   Adelaide being hit by a car  is  heartbreaking .,True,AmericanHorrorStory,MamaBear
It plays as the new buyers flee the house.,True,AmericanHorrorStory,MeaningfulEcho
Tate's whistled theme?,True,AmericanHorrorStory,MeaningfulEcho
"Heard again as   Constance finds his son and the body of the boy's nanny, who he had killed.",True,AmericanHorrorStory,MeaningfulEcho
"After Patrick walked into the room, he killed him as well.",True,AmericanHorrorStory,MurderSuicide
It's a  Dream Sequence !,True,AmericanHorrorStory,NeverTrustATrailer
The trailer for episode 10 implies that Tate is going to kill Violet.,True,AmericanHorrorStory,NeverTrustATrailer
"He does not, instead revealing that she's been  Dead All Along  since her overdose.",True,AmericanHorrorStory,NeverTrustATrailer
"He was also one of the few to treat Adelaide with dignity, and after he dies, he even spends time playing with Larry's daughters.",True,AmericanHorrorStory,NiceGuy
:  Violet only wants to move in the house after the real estate ladies tells the family about the murders.,False,AmericanHorrorStory,NightmareFetishist
Some of which he has acted on.,True,AmericanHorrorStory,NightmareFetishist
"They don't even notice her being  Driven to Madness , overdosing, and  dying .",True,AmericanHorrorStory,ParentalAbandonment
"In her own words, they think she's depressed.",True,AmericanHorrorStory,ParentalAbandonment
"Constance doesn't have many redeeming qualities, but you feel damn sorry for her when   Adelaide gets hit by a car and she tries desperately to keep from losing her.",True,AmericanHorrorStory,PetTheDog
What she says to Adelaide's ghost.,True,AmericanHorrorStory,PetTheDog
"As of ""Birth""   Constance  also counts.",True,AmericanHorrorStory,RacistGrandma
"Billie Dean, the medium who Constance contacts after   Violet discovers that Tate's dead .",True,AmericanHorrorStory,RichBitch
"Tate and Violet, torpedoed near the end of the season once Violet learns that Tate killed Chad and Patrick and raped her mother.",True,AmericanHorrorStory,ShipSinking
And they really  are  dead!,True,AmericanHorrorStory,TheBreakfastClub
   right before he commits  Suicide By Cop .,True,AmericanHorrorStory,TaxiDriver
"In his case, he claims it led to him killing his family and horribly burning himself... and later reveals that he'd lied about killing his family.",True,AmericanHorrorStory,Sleepwalking
"It's also mentioned in the Rubber Man episode that   Patrick  started sleepwalking after he moved in, suggesting the house tends to have this effect on its residents.",True,AmericanHorrorStory,Sleepwalking
He doesn't stick around long enough for anything to develop from it.,True,AmericanHorrorStory,Sleepwalking
"In ""Afterbirth"" we learn why,   It's Loraine waking them up and leading them down to the stove.",True,AmericanHorrorStory,Sleepwalking
"He's not breaking in, though.",True,AmericanHorrorStory,StalkerWithACrush
Larry is a platonic version of this to Ben.,True,AmericanHorrorStory,StalkerWithACrush
He keeps appearing out of nowhere and talking to him.,True,AmericanHorrorStory,StalkerWithACrush
"Though Ben is repulsed by him, he apparently just wants to be buds.",True,AmericanHorrorStory,StalkerWithACrush
"In episode three, he even helps Ben out by   killing Hayden.",True,AmericanHorrorStory,StalkerWithACrush
"In episode 5, he willingly teams with  Hayden  to get revenge on Ben.",True,AmericanHorrorStory,StalkerWithACrush
"Tate and Violet,   due to Tate being  Dead All Along .",True,AmericanHorrorStory,StarCrossedLovers
Resolved now that Violet is also  Dead All Along .,True,AmericanHorrorStory,StarCrossedLovers
"And promptly  sunk , when Violet finds out Tate killed Chad and Patrick, and raped her mother.",True,AmericanHorrorStory,StarCrossedLovers
"When  Hayden  shows up in episodes 4 and 5 after   Larry killed her the episode before , Ben jumps to the conclusion that they are working together to get money out of him,   despite the fact he held her dead body in his arms and built a friggin' gazebo over her burial place.",True,AmericanHorrorStory,SupernaturalProofFather
"When Vivien starts seeing the ghosts, he thinks she's gone crazy.",True,AmericanHorrorStory,SupernaturalProofFather
And even then they both think it's someone who broke in!,True,AmericanHorrorStory,SupernaturalProofFather
"Doesn't even notice that Violet   is dead , believing that she's only depressed.",True,AmericanHorrorStory,SupernaturalProofFather
